PN,ASSIGNEE,value
6031710,"Medtronic, Inc",19139
7622303,"Medtronic, Inc",19823
6263249,"Medtronic, Inc",21734
8406836,"Medtronic, Inc",24550
8463343,"Medtronic, Inc",24551
7838119,"Medtronic, Inc",24673
7947378,"Medtronic, Inc",24674
6830762,"Medtronic, Inc",25029
6908535,"Medtronic, Inc",25364
6942639,"Medtronic, Inc",25512
8588916,"Medtronic, Inc",26260
7231829,"Medtronic, Inc",26329
7318264,"Medtronic, Inc",26330
7695480,"Medtronic, Inc",27615
8591522,"Medtronic, Inc",27616
7738942,"Medtronic, Inc",27724
8497804,"Medtronic, Inc",29197
8983618,"Medtronic, Inc",29198
9502754,"Medtronic, Inc",29199
7576037,"Bd. of Regents, Univ. of Texas",9126
9354240,"Meiji Seika Pharma Co., Ltd.",23252
4876187,"Meiogenics, Inc.",5201
4842920,Hungaria Muanyagfeldolgozo Vallalat,4827
5944998,"Membrex, Inc.",17939
7378279,Memorec Biotec GmbH,20127
7001738,MEMORIAL SLOAN KETTERING CANCER CENTER,25663
7314721,Ludwig Institute for Cancer Research,26565
7335467,Cornell Research Foundation,26643
7442507,MEMORIAL SLOAN KETTERING CANCER CENTER,26970
7972770,MEMORIAL SLOAN KETTERING CANCER CENTER,28281
7332197,Memscap S.A.,13277
9719960,Menarini Silicon Biosystems S.p.A.,16555
10092904,Menarini Silicon Biosystems S.p.A.,16556
10234447,Menarini Silicon Biosystems S.p.A.,16558
9581528,Menarini Silicon Biosystems S.p.A.,17467
9957571,"Menarini Silicon Biosystems, Inc.",2478
9823238,"Menarini Silicon Biosystems, Inc.",26713
8816302,Menlo Systems GmbH,6727
5022942,Mentor Corporation,6642
7276206,"Merck & Co., Inc",4695
6565813,"Merck & Co., Inc",6768
5087561,"Merck & Co., Inc",7215
5091300,"Merck & Co., Inc",7244
6376660,"Merck & Co., Inc",8417
6469142,"Merck & Co., Inc",8418
6521413,"Merck & Co., Inc",8419
6825322,"Merck & Co., Inc",8420
6864358,"Merck & Co., Inc",8421
6956102,"Merck & Co., Inc",8422
5776696,"Merck & Co., Inc",15915
5891621,"Merck & Co., Inc",17502
5945070,"Merck & Co., Inc",17940
6485919,"Merck & Co., Inc",18701
6093533,"Merck & Co., Inc",19754
6316611,"Merck & Co., Inc",22491
6906320,"Merck & Co., Inc",22956
7811563,"Merck & Co., Inc",27888
8685370,"Merck & Co., Inc",29451
5882601,"Merck & Co., Inc",17410
4622297,Merck Patent Gesellschaft mit beschraenkter Haftung,2870
5098576,Merck Patent Gesellschaft mit beschraenkter Haftung,7286
5258315,Merck Patent Gesellschaft mit beschraenkter Haftung,8980
5338772,Merck Patent Gesellschaft mit beschraenkter Haftung,9940
5647987,Merck Patent Gesellschaft mit beschraenkter Haftung,14191
5928780,Merck Patent Gesellschaft mit beschraenkter Haftung,17809
7604862,Merck Patent Gesellschaft mit beschraenkter Haftung,23529
7611574,Merck Patent Gesellschaft mit beschraenkter Haftung,25272
8114211,Merck Patent Gesellschaft mit beschraenkter Haftung,27971
8119026,Merck Patent Gesellschaft mit beschraenkter Haftung,28570
8252389,Merck Patent Gesellschaft mit beschraenkter Haftung,28571
7648761,Merck Patent GmbH,1379
10166527,Merck Patent GmbH,3631
9328326,Merck Patent GmbH,8796
8039094,Bundesdruckerei GmbH,10218
5558986,Merck Patent GmbH,12849
5827678,Merck Patent GmbH,16500
7578879,Merck Patent GmbH,20201
7875112,Merck Patent GmbH,20202
6517628,Merck Patent GmbH,23527
6767633,Merck Patent GmbH,23528
8658184,Merck Patent GmbH,23530
6524718,Merck Patent GmbH,23552
9931604,Merck Patent GmbH,24443
7351540,Merck Patent GmbH,24651
6884289,Merck Patent GmbH,25271
8530785,Merck Patent GmbH,26139
7318862,Merck Patent GmbH,26575
7807447,Merck Sharp & Dohme Corp.,12811
7729864,Merck Sharp & Dohme Corp.,18169
8843356,Merck Sharp & Dohme Corp.,18171
8691953,Merck Sharp & Dohme Corp.,26091
8399248,Merck Sharp & Dohme Corp.,27535
9310383,"Acumen Pharmaceuticals, Inc.",27889
9694089,Merck Sharp & Dohme Corp.,28071
8383350,Merck Sharp & Dohme Corp.,29003
10241115,Merck Sharp & Dohme Corp.,29308
8748115,Merck Sharp & Dohme Corp.,29550
5872713,"Mercury Diagnostics, Inc.",17309
5968765,"Mercury Diagnostics, Inc.",18233
6285454,"Mercury Diagnostics, Inc.",22051
6500620,Mergen Ltd.,10646
6376191,Mergen Ltd.,10645
7972790,Merial,28282
7144698,Merial SAS,26082
9856514,"Meridian Bioscience, Inc.",13753
6539817,"Meridian Bioscience, Inc.",17705
6299842,"Meridian Bioscience, Inc.",22251
7196163,"Merk & Co., Inc.",11186
7285388,"Merlogen, LLC",3272
7807370,"Merlogen, LLC",3279
8877687,Merrimack Pharmaceuticals,29683
8623592,Merrimack Pharmaceuticals,10011
9688761,Merrimack Pharmaceuticals,10012
10184006,Merrimack Pharmaceuticals,10015
7919257,"Merus Biopharmaceuticals, B.V.i.o.",21064
9738701,Merus N.V.,21066
7879341,MERZ PHARMA GmbH & Co. KGaA,28018
9050367,MERZ PHARMA GmbH & Co. KGaA,28019
9220783,MERZ PHARMA GmbH & Co. KGaA,28020
8372645,MERZ PHARMA GmbH & Co. KGaA,28984
9096886,MERZ PHARMA GmbH & Co. KGaA,29899
9212355,MERZ PHARMA GmbH & Co. KGaA,29900
9428781,"Mesa Biotech, Inc.",6009
8765398,"Mesa Laboratories, Inc.",13719
9738917,"Mesa Laboratories, Inc.",15550
6663837,Mesatronic,13511
10203286,"Meso Scale Diagnostics, LLC",18546
7078061,Meso Scale Technologies LLC,1995
8192926,Meso Scale Technologies LLC,1999
8298834,Meso Scale Technologies LLC,4697
9878323,Meso Scale Technologies LLC,4700
7497997,Meso Scale Technologies LLC,6185
8012745,Meso Scale Technologies LLC,6188
8641986,Meso Scale Technologies LLC,6189
8852922,Meso Scale Technologies LLC,6190
9804173,Meso Scale Technologies LLC,6686
7858321,Meso Scale Technologies LLC,7230
8815577,Meso Scale Technologies LLC,7904
7842246,Meso Scale Technologies LLC,8235
7981362,Meso Scale Technologies LLC,8236
8361385,Meso Scale Technologies LLC,8237
8790578,Meso Scale Technologies LLC,8239
8808627,Meso Scale Technologies LLC,8240
7704730,Meso Scale Technologies LLC,11895
8236555,Meso Scale Technologies LLC,11896
8530230,Meso Scale Technologies LLC,11897
8053198,Meso Scale Technologies LLC,16286
6207369,Meso Scale Technologies LLC,21049
6362011,Meso Scale Technologies LLC,22817
10184884,Meso Scale Technologies LLC,27151
6673533,Meso Scale Technologies LLC,5488
9404881,Meso Scale Technologies LLC,6192
9921166,Meso Scale Technologies LLC,6193
9354230,Meso Scale Technologies LLC,7231
6977722,Meso Scale Technologies LLC,8226
8845963,Meso Scale Technologies LLC,8241
9034263,Meso Scale Technologies LLC,8242
9664613,Meso Scale Technologies LLC,8244
7063946,Meso Scale Technologies LLC,13386
10241112,Meso Scale Technologies LLC,14004
10024871,Meso Scale Technologies LLC,16300
9377476,Meso Scale Technologies LLC,27984
5866434,Meso Scale Technology,17220
10189023,"MESO SCALE TECHOLOGIES, LLC.",2737
6846629,"MesoScale Technologies, LLC.",1659
6455014,"MesoSystems Technology, Inc.",5964
7037468,"MesoSystems Technology, Inc.",5965
7799290,"MesoSystems Technology, Inc.",5966
7265669,"MesoSystems Technology, Inc.",7025
7578973,"MesoSystems Technology, Inc.",7026
7591980,"MesoSystems Technology, Inc.",7027
7759123,"MesoSystems Technology, Inc.",7028
7799567,"MesoSystems Technology, Inc.",7029
6010554,Battelle Memorial Institute,18811
6695146,"MesoSystems Technology, Inc.",22026
6363800,"MesoSystems Technology, Inc.",22821
6729196,"MesoSystems Technology, Inc.",24624
6887710,"MesoSystems Technology, Inc.",25291
5252294,Messerschmitt-Bolkow-Blohm GmbH,8937
5946093,"Met One, Inc.",17958
7820963,"Metabolic Alayses, Inc.",22778
8168945,"Metabolic Analyses, Inc.",25508
8039237,"Metabolix, Inc.",11930
8703449,"Metabolix, Inc.",11931
8524856,"Metabolix, Inc.",16869
9056947,"Metabolix, Inc.",16870
9353258,"Metabolix, Inc.",24890
8629212,"Metabolix, Inc.",29387
7550258,Cornell Research Foundation,2328
7550260,Cornell Research Foundation,2329
7553616,Cornell Research Foundation,2330
7635556,Cornell Research Foundation,2331
7682784,Cornell Research Foundation,2332
7947453,Cornell Research Foundation,2333
8849577,"Metabolon, Inc.",2334
8980548,Eastern Virginia Medical School,19017
8187830,"Metabolon, Inc.",20455
8546098,"Metabolon, Inc.",20456
8809008,"Metabolon, Inc.",20457
9250225,"Metabolon, Inc.",20458
10175233,"Metabolon, Inc.",20459
7781160,"Metabolon, Inc.",23820
7561975,"Metabolon, Inc.",25506
8518650,"Metabolon, Inc.",26615
8658351,"Metabolon, Inc.",26999
8679457,"Metabolon, Inc.",27934
9689794,"METALLOGENICS Co., Ltd",26359
9320500,"METAMARK LABORATORIES, INC.",11282
9924929,"METAMARK LABORATORIES, INC.",11283
9140686,Metanomics Health GmbH,29951
10001468,Metanomics Health GmbH,29952
9349535,"Metastable Materials, Inc.",10161
8594944,Metasystems GmbH,15033
6861218,MetaSystems Hard and Software GmbH,22796
7050911,MetaSystems Hard and Software GmbH,7387
6994969,"Methexis Genomics, N.V.",8563
5972623,"Metra Biosystems, Inc.",18259
6589726,"Metrigen, Inc.",6975
6921636,"Metrigen, Inc.",6977
6632641,"Metrigen, Inc.",10725
6777182,Metriogene Biosciences Inc.,24799
8562801,Metroglas AG,24016
6086831,"Mettler-Toledo Bohdan, Inc.",19674
8333901,Mexichem Amanco Holding S.A. de C.V.,28894
8808570,Mexichem Amanco Holding S.A. de C.V.,28895
8808571,Mexichem Amanco Holding S.A. de C.V.,28896
8999190,Mexichem Amanco Holding S.A. de C.V.,28897
9175202,Mexichem Amanco Holding S.A. de C.V.,28898
4761288,Mezei Associates Limited,3967
5679635,"Miami Children's Hospital Research Institute, Inc.",14697
5910409,Miami University,17651
6455248,Miami University,17652
5919617,Miami University,17723
6558941,Mibelle AG Cosmetics,23763
9827117,"Micell Technologies, Inc.",1748
8758429,"Micell Technologies, Inc.",21344
8298565,"Micell Technologies, Inc.",24309
7258974,Michael F. Chou,12803
10172963,Matthew A. Pequignot,29241
6811990,Michael J. Corey,24280
6872522,Michael Mecklenburg,2560
7662560,Michael Mecklenburg,2572
7045367,Michigan Molecular Institute,13772
7432057,Michigan State University,11674
5611900,Michigan State University,13635
6270649,Michigan State University,21845
6495023,Michigan State University,21846
8623196,Michigan State University,29373
8551407,Michigan Technological University,15187
8769794,"MICO Innovations, LLC",27408
8557567,"Micobiomed. Co., Ltd.",24109
6318970,Micralyne Inc.,22493
7767058,Micrex Corporation,12094
7771989,"Micro Point Bioscience, Inc.",6588
6767647,Microban Products Company,24768
5668330,Microbics Corp.,14464
6406719,Microbiological Research Authority,2877
6565777,Microbiological Research Authority,2878
5622868,Microbiological Research Authority CAMR (Centre for Applied Microbiology & Research),13759
6790599,"Microbionics, Inc.",24882
6780602,"Microbiosystems, Limited Partnership",3896
7186990,"Microbiosystems, Limited Partnership",11730
9261442,"Microbrightfield, Inc.",22133
6513969,"Microcal, LLC",23506
9322103,"Microchips Biotech, Inc.",17583
9700668,"Microchips Biotech, Inc.",23575
7445766,"MicroCHIPS, Inc.",5193
8649840,"MicroCHIPS, Inc.",5199
6527762,"MicroCHIPS, Inc.",8350
6551838,"MicroCHIPS, Inc.",8352
6669683,"MicroCHIPS, Inc.",8354
6849463,"MicroCHIPS, Inc.",8355
6973718,"MicroCHIPS, Inc.",8356
7410616,"MicroCHIPS, Inc.",8358
7455667,"MicroCHIPS, Inc.",8359
7473248,"MicroCHIPS, Inc.",8360
7510551,"MicroCHIPS, Inc.",8361
7604628,"MicroCHIPS, Inc.",8362
7614135,"MicroCHIPS, Inc.",8363
7648677,"MicroCHIPS, Inc.",8364
7910151,"MicroCHIPS, Inc.",8366
8211092,"MicroCHIPS, Inc.",8369
7114312,"MicroCHIPS, Inc.",23574
8604810,"MicroCHIPS, Inc.",27185
5962249,"Microcide Pharmaceuticals, Inc.",18126
6037123,"Microcide Pharmaceuticals, Inc.",19178
6187541,"Microcide Pharmaceuticals, Inc.",20845
6228588,"Microcide Pharmaceuticals, Inc.",21304
6303115,"Microcide Pharmaceuticals, Inc.",22290
6037171,Microcloning CCCD AB,19190
6678564,"Advanced Cochlear Systems, Inc.",24376
4690901,Microelectronics Center of North Carolina,3348
6334980,Microfab Technologies Inc.,7749
5658802,Microfab Technologies Inc.,14372
5736314,Microfab Technologies Inc.,15383
5721123,"MicroFab Technology, Inc.",15218
5849208,"MicroFab Technoologies, Inc.",16862
7858366,"Microfluidic Systems, Inc",16380
7988935,"Microfluidic Systems, Inc",8785
7633606,"Microfluidic Systems, Inc",16377
7705739,"Microfluidic Systems, Inc",16378
6221332,MicroFluidics International Corp.,21202
6878755,"Microgen Systems, Inc.",19305
5573955,Microgenics Corp.,13084
6560472,"MicroHelix, Inc.",12407
9322054,Lockheed Martin Corporation,2512
6350588,"Micrology Laboratories, LLC",7257
7344854,"Micrology Laboratories, LLC",7258
6787332,"Micrology Laboratories, LLC",15286
7329533,Microm International GmbH,9227
6521186,Microm LaborgerAte GmbH,644
6952011,Micromass UK Limited,17559
8012764,Micromass UK Limited,22958
9857334,Micromass UK Limited,26782
10068755,Micromass UK Limited,27229
9805922,Micromass UK Limited,27917
8030089,Micromass UK Limited,28413
9046448,Micromass UK Limited,28703
9281174,Micromass UK Limited,28704
10242851,Micromass UK Limited,28771
10026599,Micromass UK Limited,29840
7546671,Micromechanic and Automation Technology Ltd.,27286
9353413,Micromedmark Biotech Co. Ltd.,28328
6673541,Micromet AG,24355
7229760,Micromet AG,26319
6947050,Micron Technology Inc.,20502
6157398,Micron Technology Inc.,20501
6741254,Micron Technology Inc.,24671
6787331,Micronas GmbH,10366
7090996,Micronas GmbH,10367
7470962,Micronas GmbH,10417
7250253,Micronas GmbH,10647
6656678,Micronas GmbH,12186
7416901,Micronas GmbH,17978
6277629,Micronas GmbH,21973
6280586,Micronas GmbH,21985
8329104,Micronas GmbH,25432
7687111,Micronas GmbH,27593
7396561,Micronas Holding GmbH,1620
7390649,Micronas Holding GmbH,17710
7416901,Micronas GmbH,17978
6921669,Micronas Holding GmbH,25430
8329104,Micronas GmbH,25432
6376233,Micronas Intermetall GmbH,840
5851489,Micronas Intermetall GmbH,16894
6033916,Micronas Intermetall GmbH,19163
6210977,Micronas Intermetall GmbH,21116
7955836,"Micronics, Inc.",91
9895692,"Micronics, Inc.",604
8222023,"Micronics, Inc.",5394
8772017,"Micronics, Inc.",5408
10107797,"Micronics, Inc.",5514
8318439,"Micronics, Inc.",8736
8216832,"Micronics, Inc.",9404
8329453,"Micronics, Inc.",12606
8431389,"Micronics, Inc.",12607
9132423,"Micronics, Inc.",19510
6091502,"Micronics, Inc.",19731
9636673,Micronit Microfluidics B.V.,24778
7261824,Micronit Microfluidics B.V.,24872
5219538,"Micro-Pak, Inc.",8618
8448496,Micropoint Bioscience Inc.,17536
7598091,Micropoint Bioscience Inc.,6587
4886741,Microprobe Corporation,5440
5106730,Microprobe Corporation,7368
5124444,Microprobe Corporation,7669
5130423,Microprobe Corporation,7726
5334501,Microprobe Corporation,9903
7907282,"Microptix Technologies, LLC",6159
5750357,"MicroQuest Diagnostics, Inc.",15575
7663101,Microscopy Innovations,1638
7544953,Microscopy Innovations,1637
8460885,Microsens Biophage Limited,16811
6524809,Microsens Biophage Limited,20578
8658374,Microsens Biphage Limited,16812
6157442,MicroSense International LLC,20505
6535753,MicroSense International LLC,3139
7599799,Microsoft Corporation,12807
7657379,Microsoft Corporation,12808
8412460,Microsoft Corporation,12812
8560243,Microsoft Corporation,12814
8521441,Microsoft Corporation,16294
7966130,Microsoft Corporation,18170
8447526,Microsoft Corporation,21178
7894650,Microsoft Corporation,25507
8275185,Microsoft Corporation,25509
7701576,MicroStructure Technologies Inc.,3993
7858375,"MicroSurfaces, Inc",17720
8162839,Microtech Medical Technologies Ltd.,8569
8356399,Microtech Medical Technologies Ltd.,8570
7027921,Microtechnology Centre Management Limited,10262
7938897,Microtek Laboratories Inc.,23749
7550200,Microtek Laboratories Inc.,26750
8227590,Jawaharlal Nehru Centre for Advanced Scientific Research,18862
9408916,"MicroVention, Inc.",17751
10054531,Microvisk Limited,19811
7164105,"Microwave Imaging System Technologies, Inc.",15144
9125583,Midatech Limited,5062
5525519,"Middlesex Sciences, Inc.",12438
5599719,"Middlesex Sciences, Inc.",13433
9125583,Midatech Limited,5062
6660534,Midland Bioproducts Corp.,13458
6245577,Midland Bioproducts Corporation,21526
8476388,"Midori Renewables, Inc.",29172
9079171,"Midori USA, Inc.",29173
4324858,Midwest Research Institute,1461
5413227,Midwest Research Institute,10759
7229785,Midwest Research Institute,14905
7114370,Midwest Research Institute,24806
5223601,"Midwest Research Institute Ventures, Inc.",8644
8563291,Mie University,16081
7005274,MIGENIX Corp.,16712
9129716,"Mikro Systems, Inc.",16387
6753183,Mikrogen Molekularbiologische Entwicklungs-GmbH,13738
